PEQ1Chan10B1_2 0
PEQ1Chan11B1_2 1
PEQ1Chan12B1_2 2
PEQ1Chan11A1_2 3
PEQ1Chan12A1_2 4
PEQ1Chan10B2_2 5
PEQ1Chan11B2_2 6
PEQ1Chan12B2_2 7
PEQ1Chan11A2_2 8
PEQ1Chan12A2_2 9
PEQ1Chan10B3_2 10
PEQ1Chan11B3_2 11
PEQ1Chan12B3_2 12
PEQ1Chan11A3_2 13
PEQ1Chan12A3_2 14
PEQ1Chan10B4_2 15
PEQ1Chan11B4_2 16
PEQ1Chan12B4_2 17
PEQ1Chan11A4_2 18
PEQ1Chan12A4_2 19
PEQ1Chan10B5_2 20
PEQ1Chan11B5_2 21
PEQ1Chan12B5_2 22
PEQ1Chan11A5_2 23
PEQ1Chan12A5_2 24
PEQ1Chan10B6_2 25
PEQ1Chan11B6_2 26
PEQ1Chan12B6_2 27
PEQ1Chan11A6_2 28
PEQ1Chan12A6_2 29
PEQ1Chan10B7_2 30
PEQ1Chan11B7_2 31
PEQ1Chan12B7_2 32
PEQ1Chan11A7_2 33
PEQ1Chan12A7_2 34
PEQ1Chan10B8_2 35
PEQ1Chan11B8_2 36
PEQ1Chan12B8_2 37
PEQ1Chan11A8_2 38
PEQ1Chan12A8_2 39
PEQ1Chan10B9_2 40
PEQ1Chan11B9_2 41
PEQ1Chan12B9_2 42
PEQ1Chan11A9_2 43
PEQ1Chan12A9_2 44
PEQ1Chan10B10_2 45
PEQ1Chan11B10_2 46
PEQ1Chan12B10_2 47
PEQ1Chan11A10_2 48
PEQ1Chan12A10_2 49
PEQ1Chan10B11_2 50
PEQ1Chan11B11_2 51
PEQ1Chan12B11_2 52
PEQ1Chan11A11_2 53
PEQ1Chan12A11_2 54
PEQ1Chan10B12_2 55
PEQ1Chan11B12_2 56
PEQ1Chan12B12_2 57
PEQ1Chan11A12_2 58
PEQ1Chan12A12_2 59
PEQ1Chan20B1_3 60
PEQ1Chan21B1_3 61
PEQ1Chan22B1_3 62
PEQ1Chan21A1_3 63
PEQ1Chan22A1_3 64
PEQ1Chan20B2_3 65
PEQ1Chan21B2_3 66
PEQ1Chan22B2_3 67
PEQ1Chan21A2_3 68
PEQ1Chan22A2_3 69
PEQ1Chan20B3_3 70
PEQ1Chan21B3_3 71
PEQ1Chan22B3_3 72
PEQ1Chan21A3_3 73
PEQ1Chan22A3_3 74
PEQ1Chan20B4_3 75
PEQ1Chan21B4_3 76
PEQ1Chan22B4_3 77
PEQ1Chan21A4_3 78
PEQ1Chan22A4_3 79
PEQ1Chan20B5_3 80
PEQ1Chan21B5_3 81
PEQ1Chan22B5_3 82
PEQ1Chan21A5_3 83
PEQ1Chan22A5_3 84
PEQ1Chan20B6_3 85
PEQ1Chan21B6_3 86
PEQ1Chan22B6_3 87
PEQ1Chan21A6_3 88
PEQ1Chan22A6_3 89
PEQ1Chan20B7_3 90
PEQ1Chan21B7_3 91
PEQ1Chan22B7_3 92
PEQ1Chan21A7_3 93
PEQ1Chan22A7_3 94
PEQ1Chan20B8_3 95
PEQ1Chan21B8_3 96
PEQ1Chan22B8_3 97
PEQ1Chan21A8_3 98
PEQ1Chan22A8_3 99
PEQ1Chan20B9_3 100
PEQ1Chan21B9_3 101
PEQ1Chan22B9_3 102
PEQ1Chan21A9_3 103
PEQ1Chan22A9_3 104
PEQ1Chan20B10_3 105
PEQ1Chan21B10_3 106
PEQ1Chan22B10_3 107
PEQ1Chan21A10_3 108
PEQ1Chan22A10_3 109
PEQ1Chan20B11_3 110
PEQ1Chan21B11_3 111
